# tiempo (s), tension (V)
0.000000000000000000e+00,-6.930910274585898589e-01
2.500000000000000139e-02,6.895625798991050770e-01
5.000000000000000278e-02,-6.932555898581698184e-01
7.500000000000001110e-02,6.897271424799533701e-01
1.000000000000000056e-01,-6.932555898581698184e-01
1.250000000000000000e-01,6.897271424799533701e-01
1.500000000000000222e-01,-6.932555898581698184e-01
1.750000000000000167e-01,6.900562676418260377e-01
2.000000000000000111e-01,-6.935847146573759225e-01
2.250000000000000056e-01,6.898917050608605050e-01
2.500000000000000000e-01,-6.932555898581698184e-01
2.750000000000000222e-01,6.900562676418260377e-01
3.000000000000000444e-01,-6.935847146573759225e-01
3.250000000000000111e-01,6.902208302228501902e-01
3.500000000000000333e-01,-6.939138394566439771e-01
3.750000000000000000e-01,6.903853928039329624e-01
4.000000000000000222e-01,-6.939138394566439771e-01
4.250000000000000444e-01,6.902208302228501902e-01
4.500000000000000111e-01,-6.937492770570021783e-01
4.750000000000000333e-01,6.902208302228501902e-01
5.000000000000000000e-01,-6.937492770570021783e-01
5.250000000000000222e-01,6.903853928039329624e-01
5.500000000000000444e-01,-6.942429642559737601e-01
5.750000000000000666e-01,6.907145179662743661e-01
6.000000000000000888e-01,-6.939138394566439771e-01
6.250000000000000000e-01,6.905499553850743544e-01
6.500000000000000222e-01,-6.942429642559737601e-01
6.750000000000000444e-01,6.905499553850743544e-01
7.000000000000000666e-01,-6.940784018563010971e-01
7.250000000000000888e-01,6.907145179662743661e-01
7.500000000000000000e-01,-6.942429642559737601e-01
7.750000000000000222e-01,6.905499553850743544e-01
8.000000000000000444e-01,-6.940784018563010971e-01
8.250000000000000666e-01,6.903853928039329624e-01
8.500000000000000888e-01,-6.947366514550847860e-01
8.750000000000000000e-01,6.912082057102261201e-01
9.000000000000000222e-01,-6.944075266556618553e-01
9.250000000000000444e-01,6.912082057102261201e-01
9.500000000000000666e-01,-6.945720890553656046e-01
9.750000000000000888e-01,6.908790805475331087e-01
# Medimos aliasing. Entrada = senoidal 2Vpp 100Hz. Variando frecuencia de sampleo de a 10 Hz entre 10 Hz y 300 Hz.
