# tiempo (s), tension (V)
0.000000000000000000e+00,-3.519531932093266091e-01
4.166666666666666609e-03,7.754642552747001982e-01
8.333333333333333218e-03,-9.976960647958404982e-01
1.250000000000000069e-02,9.461157201300628428e-01
1.666666666666666644e-02,-6.475072433375839154e-01
2.083333333333333218e-02,1.690513832909696645e-01
2.500000000000000139e-02,3.484244626264425548e-01
2.916666666666666713e-02,-7.786634775276987108e-01
3.333333333333333287e-02,9.938389012255084420e-01
3.749999999999999861e-02,-9.489855829585297498e-01
4.166666666666666435e-02,6.441433097928543905e-01
4.583333333333333010e-02,-1.722510635274025204e-01
5.000000000000000278e-02,-3.521177555958471816e-01
5.416666666666666852e-02,7.757933805000081229e-01
5.833333333333333426e-02,-9.973669399094921006e-01
6.250000000000000000e-02,9.456220320819093139e-01
6.666666666666666574e-02,-6.471781185463341135e-01
7.083333333333333148e-02,1.685576959722366319e-01
7.499999999999999722e-02,3.490827125400928210e-01
7.916666666666666297e-02,-7.789926023453042081e-01
8.333333333333332871e-02,9.940034639297080643e-01
8.749999999999999445e-02,-9.493147078269913441e-01
9.166666666666666019e-02,6.439787472278923897e-01
9.583333333333332593e-02,-1.720865011325308780e-01
1.000000000000000056e-01,-3.524468803688798335e-01
1.041666666666666713e-01,7.754642552747001982e-01
1.083333333333333370e-01,-9.976960647958404982e-01
1.125000000000000028e-01,9.456220320819093139e-01
1.166666666666666685e-01,-6.470135561507286415e-01
1.208333333333333343e-01,1.687222584117836210e-01
1.250000000000000000e-01,3.490827125400928210e-01
1.291666666666666519e-01,-7.791571647541370993e-01
1.333333333333333315e-01,9.943325893383322400e-01
1.375000000000000111e-01,-9.491501453927461140e-01
1.416666666666666630e-01,6.439787472278923897e-01
1.458333333333333426e-01,-1.715928139478412329e-01
1.499999999999999944e-01,-3.526114427553919684e-01
1.541666666666666741e-01,7.757933805000081229e-01
1.583333333333333259e-01,-9.976960647958404982e-01
1.625000000000000056e-01,9.456220320819093139e-01
1.666666666666666574e-01,-6.470135561507286415e-01
1.708333333333333370e-01,1.682285710932346912e-01
1.749999999999999889e-01,3.492472750186062513e-01
1.791666666666666685e-01,-7.794862895718627227e-01
1.833333333333333204e-01,9.941680266339826266e-01
1.875000000000000000e-01,-9.493147078269913441e-01
1.916666666666666519e-01,6.434850595333428958e-01
1.958333333333333315e-01,-1.715928139478412329e-01
2.000000000000000111e-01,-3.526114427553919684e-01
2.041666666666666630e-01,7.759579431127567872e-01
