# tiempo (s), tension (V)
0.000000000000000000e+00,1.000256846744848049e+00
2.173913043478260896e-03,1.000915097573802148e+00
4.347826086956521792e-03,-1.004114000105087445e+00
6.521739130434783122e-03,-1.004607687438581420e+00
8.695652173913043584e-03,-1.004278562549553389e+00
1.086956521739130405e-02,-1.004607687438581420e+00
1.304347826086956624e-02,-1.004607687438581420e+00
1.521739130434782671e-02,1.000585972159174553e+00
1.739130434782608717e-02,1.000750534866450714e+00
1.956521739130434936e-02,1.000915097573802148e+00
2.173913043478260809e-02,1.000750534866450714e+00
2.391304347826087029e-02,-1.003291187883238456e+00
2.608695652173913249e-02,-1.004443124994051306e+00
2.826086956521739121e-02,-1.004607687438581420e+00
3.043478260869565341e-02,-1.004607687438581420e+00
3.260869565217391214e-02,-1.004607687438581420e+00
3.478260869565217434e-02,1.000256846744848049e+00
3.695652173913043653e-02,1.000585972159174553e+00
3.913043478260869873e-02,1.000585972159174553e+00
4.130434782608695399e-02,1.001079660281228634e+00
4.347826086956521618e-02,1.000915097573802148e+00
4.565217391304347838e-02,-1.004607687438581420e+00
4.782608695652174058e-02,-1.004607687438581420e+00
5.000000000000000278e-02,-1.004443124994051306e+00
5.217391304347826497e-02,-1.004607687438581420e+00
5.434782608695652023e-02,1.000256846744848049e+00
5.652173913043478243e-02,1.000585972159174553e+00
5.869565217391304462e-02,1.000585972159174553e+00
6.086956521739130682e-02,1.000585972159174553e+00
6.304347826086956208e-02,1.000750534866450714e+00
6.521739130434782428e-02,-1.004607687438581420e+00
6.739130434782608647e-02,-1.004443124994051306e+00
6.956521739130434867e-02,-1.004443124994051306e+00
7.173913043478261087e-02,-1.004278562549553389e+00
7.391304347826087306e-02,9.999277213308220835e-01
7.608695652173913526e-02,1.000915097573802148e+00
7.826086956521739746e-02,1.000750534866450714e+00
8.043478260869565966e-02,1.000421409451973664e+00
8.260869565217390798e-02,1.000585972159174553e+00
8.478260869565217017e-02,-1.004772249883143509e+00
8.695652173913043237e-02,-1.004443124994051306e+00
8.913043478260869457e-02,-1.004772249883143509e+00
