# tiempo (s), tension (V)
0.000000000000000000e+00,-1.004772249883143509e+00
2.500000000000000139e-02,1.000750534866450714e+00
5.000000000000000278e-02,1.000750534866450714e+00
7.500000000000001110e-02,-1.004443124994051306e+00
1.000000000000000056e-01,-1.004443124994051306e+00
1.250000000000000000e-01,1.000585972159174553e+00
1.500000000000000222e-01,1.000750534866450714e+00
1.750000000000000167e-01,-1.004278562549553389e+00
2.000000000000000111e-01,-1.004772249883143509e+00
2.250000000000000056e-01,1.000750534866450714e+00
2.500000000000000000e-01,1.000585972159174553e+00
2.750000000000000222e-01,-1.004607687438581420e+00
3.000000000000000444e-01,-1.004607687438581420e+00
3.250000000000000111e-01,1.000585972159174553e+00
3.500000000000000333e-01,1.000750534866450714e+00
3.750000000000000000e-01,-1.004443124994051306e+00
4.000000000000000222e-01,-1.004278562549553389e+00
4.250000000000000444e-01,1.000750534866450714e+00
4.500000000000000111e-01,1.000585972159174553e+00
4.750000000000000333e-01,-1.004278562549553389e+00
5.000000000000000000e-01,-1.004607687438581420e+00
5.250000000000000222e-01,1.000750534866450714e+00
5.500000000000000444e-01,1.000750534866450714e+00
5.750000000000000666e-01,-1.004278562549553389e+00
6.000000000000000888e-01,-1.004772249883143509e+00
6.250000000000000000e-01,1.000256846744848049e+00
6.500000000000000222e-01,1.000585972159174553e+00
6.750000000000000444e-01,-1.004607687438581420e+00
7.000000000000000666e-01,-1.004443124994051306e+00
7.250000000000000888e-01,1.000585972159174553e+00
7.500000000000000000e-01,1.000915097573802148e+00
7.750000000000000222e-01,-1.004443124994051306e+00
8.000000000000000444e-01,-1.004772249883143509e+00
8.250000000000000666e-01,1.000915097573802148e+00
8.500000000000000888e-01,1.000915097573802148e+00
8.750000000000000000e-01,-1.004278562549553389e+00
9.000000000000000222e-01,-1.004772249883143509e+00
9.250000000000000444e-01,1.000421409451973664e+00
9.500000000000000666e-01,1.000750534866450714e+00
9.750000000000000888e-01,-1.004114000105087445e+00
# Medimos aliasing. Entrada = cuadrada 2Vpp 50Hz. Variando frecuencia de sampleo de a 10 Hz entre 10 Hz y 500 Hz.
