# tiempo (s), tension (V)
0.000000000000000000e+00,1.000915097573802148e+00
3.846153846153846367e-03,-1.004443124994051306e+00
7.692307692307692735e-03,-1.004936812327738016e+00
1.153846153846153910e-02,-1.004607687438581420e+00
1.538461538461538547e-02,1.000585972159174553e+00
1.923076923076923184e-02,1.000750534866450714e+00
2.307692307692307820e-02,-1.004607687438581420e+00
2.692307692307692457e-02,-1.004443124994051306e+00
3.076923076923077094e-02,-1.004443124994051306e+00
3.461538461538461731e-02,1.000585972159174553e+00
3.846153846153846367e-02,1.000915097573802148e+00
4.230769230769231004e-02,-1.003455750327544083e+00
4.615384615384615641e-02,-1.004772249883143509e+00
5.000000000000000278e-02,-1.004607687438581420e+00
5.384615384615384914e-02,1.000421409451973664e+00
5.769230769230769551e-02,1.000915097573802148e+00
6.153846153846154188e-02,1.000750534866450714e+00
6.538461538461538824e-02,-1.004443124994051306e+00
6.923076923076923461e-02,-1.004607687438581420e+00
7.307692307692308098e-02,1.000421409451973664e+00
7.692307692307692735e-02,1.000750534866450714e+00
8.076923076923077371e-02,1.000915097573802148e+00
8.461538461538462008e-02,-1.004607687438581420e+00
8.846153846153846645e-02,-1.004607687438581420e+00
9.230769230769231282e-02,9.995985959170969881e-01
9.615384615384615918e-02,1.000750534866450714e+00
1.000000000000000056e-01,1.000585972159174553e+00
1.038461538461538519e-01,-1.004278562549553389e+00
1.076923076923076983e-01,-1.004443124994051306e+00
1.115384615384615447e-01,-1.004443124994051306e+00
1.153846153846153910e-01,1.000421409451973664e+00
1.192307692307692374e-01,1.000585972159174553e+00
1.230769230769230838e-01,-1.004114000105087445e+00
1.269230769230769162e-01,-1.004443124994051306e+00
1.307692307692307765e-01,-1.004443124994051306e+00
1.346153846153846367e-01,1.000750534866450714e+00
1.384615384615384692e-01,1.000750534866450714e+00
1.423076923076923017e-01,-1.003126625438964803e+00
1.461538461538461620e-01,-1.004772249883143509e+00
1.500000000000000222e-01,-1.004278562549553389e+00
1.538461538461538547e-01,1.000421409451973664e+00
1.576923076923076872e-01,1.000750534866450714e+00
1.615384615384615474e-01,1.000585972159174553e+00
1.653846153846154077e-01,-1.004443124994051306e+00
1.692307692307692402e-01,-1.004278562549553389e+00
1.730769230769230727e-01,1.000585972159174553e+00
1.769230769230769329e-01,1.000750534866450714e+00
1.807692307692307931e-01,1.000750534866450714e+00
1.846153846153846256e-01,-1.004443124994051306e+00
1.884615384615384581e-01,-1.004772249883143509e+00
1.923076923076923184e-01,9.992694705036723191e-01
1.961538461538461786e-01,1.000585972159174553e+00
2.000000000000000111e-01,1.000585972159174553e+00
2.038461538461538436e-01,-1.004607687438581420e+00
2.076923076923077038e-01,-1.004607687438581420e+00
2.115384615384615641e-01,-1.004443124994051306e+00
2.153846153846153966e-01,1.000750534866450714e+00
2.192307692307692291e-01,1.000750534866450714e+00
2.230769230769230893e-01,-1.004278562549553389e+00
2.269230769230769496e-01,-1.004278562549553389e+00
2.307692307692307820e-01,-1.004772249883143509e+00
2.346153846153846145e-01,1.000915097573802148e+00
2.384615384615384748e-01,1.000421409451973664e+00
2.423076923076923350e-01,-1.003291187883238456e+00
2.461538461538461675e-01,-1.004607687438581420e+00
2.500000000000000000e-01,-1.004607687438581420e+00
2.538461538461538325e-01,1.000585972159174553e+00
2.576923076923077205e-01,1.000750534866450714e+00
2.615384615384615530e-01,1.000915097573802148e+00
2.653846153846153855e-01,-1.004443124994051306e+00
2.692307692307692735e-01,-1.004607687438581420e+00
2.730769230769231060e-01,1.000750534866450714e+00
2.769230769230769384e-01,1.000585972159174553e+00
2.807692307692307709e-01,1.000750534866450714e+00
2.846153846153846034e-01,-1.004607687438581420e+00
2.884615384615384914e-01,-1.004443124994051306e+00
2.923076923076923239e-01,9.994340332103470725e-01
2.961538461538461564e-01,1.000750534866450714e+00
3.000000000000000444e-01,1.000585972159174553e+00
3.038461538461538769e-01,-1.004607687438581420e+00
3.076923076923077094e-01,-1.004443124994051306e+00
3.115384615384615419e-01,-1.004443124994051306e+00
3.153846153846153744e-01,1.000750534866450714e+00
3.192307692307692624e-01,1.000750534866450714e+00
3.230769230769230949e-01,-1.004278562549553389e+00
3.269230769230769273e-01,-1.004607687438581420e+00
3.307692307692308153e-01,-1.004607687438581420e+00
3.346153846153846478e-01,1.000585972159174553e+00
3.384615384615384803e-01,1.000585972159174553e+00
3.423076923076923128e-01,-1.003455750327544083e+00
3.461538461538461453e-01,-1.004772249883143509e+00
3.500000000000000333e-01,-1.004607687438581420e+00
3.538461538461538658e-01,1.000750534866450714e+00
3.576923076923076983e-01,1.000915097573802148e+00
3.615384615384615863e-01,1.000915097573802148e+00
3.653846153846154188e-01,-1.004607687438581420e+00
3.692307692307692513e-01,-1.004607687438581420e+00
3.730769230769230838e-01,1.000585972159174553e+00
3.769230769230769162e-01,1.000585972159174553e+00
3.807692307692308042e-01,1.000750534866450714e+00
3.846153846153846367e-01,-1.004443124994051306e+00
3.884615384615384692e-01,-1.004607687438581420e+00
3.923076923076923572e-01,9.992694705036723191e-01
3.961538461538461897e-01,1.000585972159174553e+00
4.000000000000000222e-01,1.000750534866450714e+00
4.038461538461538547e-01,-1.004443124994051306e+00
4.076923076923076872e-01,-1.004443124994051306e+00
4.115384615384615752e-01,-1.004607687438581420e+00
4.153846153846154077e-01,1.001079660281228634e+00
4.192307692307692402e-01,1.000750534866450714e+00
4.230769230769231282e-01,-1.004936812327738016e+00
4.269230769230769607e-01,-1.004443124994051306e+00
4.307692307692307931e-01,-1.004772249883143509e+00
4.346153846153846256e-01,1.000750534866450714e+00
4.384615384615384581e-01,1.000915097573802148e+00
4.423076923076923461e-01,-1.003126625438964803e+00
4.461538461538461786e-01,-1.004278562549553389e+00
4.500000000000000111e-01,-1.004443124994051306e+00
4.538461538461538991e-01,1.000750534866450714e+00
4.576923076923077316e-01,1.000585972159174553e+00
