0.000000000000000000e+00 2.357819765000322004e-02 3.642180234999677774e-02
2.000000000000000042e-02 6.866830050144892561e-02 -8.668300501448927831e-03
4.000000000000000083e-02 2.835050772120165444e-02 3.164949227879834681e-02
5.999999999999999778e-02 6.603530174424850074e-02 -6.035301744248502964e-03
8.000000000000000167e-02 3.164175605751301523e-02 2.835824394248698255e-02
1.000000000000000056e-01 3.114806880647236209e-02 2.885193119352763569e-02
1.199999999999999956e-01 6.389599025877501504e-02 -3.895990258775017256e-03
1.400000000000000133e-01 6.406055268058376273e-02 -4.060552680583764951e-03
1.600000000000000033e-01 3.608494132636801133e-02 2.391505867363198645e-02
1.799999999999999933e-01 3.838881517623948803e-02 2.161118482376050975e-02
2.000000000000000111e-01 6.636442658854502241e-02 -6.364426588545024632e-03
2.200000000000000011e-01 4.036356419411453456e-02 1.963643580588546322e-02
2.399999999999999911e-01 6.422511510241758759e-02 -4.225115102417589807e-03
2.600000000000000089e-01 4.266743805263953360e-02 1.733256194736046418e-02
2.800000000000000266e-01 6.307317815010743400e-02 -3.073178150107436224e-03
2.999999999999999889e-01 4.414849982131143630e-02 1.585150017868856148e-02
3.200000000000000067e-01 4.431306224017278472e-02 1.568693775982721306e-02
3.400000000000000244e-01 6.307317815010743400e-02 -3.073178150107436224e-03
3.599999999999999867e-01 4.530043675384597818e-02 1.469956324615401960e-02
3.800000000000000044e-01 6.225036604206587998e-02 -2.250366042065882199e-03
4.000000000000000222e-01 4.711062336450066307e-02 1.288937663549933471e-02
4.199999999999999845e-01 6.126299151324084147e-02 -1.262991513240843688e-03
4.400000000000000022e-01 4.875624755854427589e-02 1.124375244145572189e-02
4.600000000000000200e-01 6.027561698531381379e-02 -2.756169853138160097e-04
4.799999999999999822e-01 5.023730933525882847e-02 9.762690664741169311e-03
5.000000000000000000e-01 5.945280487939255676e-02 5.471951206074410212e-04
5.200000000000000178e-01 5.106012143428557970e-02 8.939878565714418079e-03
5.400000000000000355e-01 5.106012143428557970e-02 8.939878565714418079e-03
5.600000000000000533e-01 5.945280487939255676e-02 5.471951206074410212e-04
5.799999999999999600e-01 5.171837111394610165e-02 8.281628886053896133e-03
5.999999999999999778e-01 5.945280487939255676e-02 5.471951206074410212e-04
6.199999999999999956e-01 5.204749595392293288e-02 7.952504046077064903e-03
6.400000000000000133e-01 5.978192972168645120e-02 2.180702783135465839e-04
6.600000000000000311e-01 5.237662079399756782e-02 7.623379206002429964e-03
6.800000000000000488e-01 5.928824245828288181e-02 7.117575417171159713e-04
6.999999999999999556e-01 5.303487047444054026e-02 6.965129525559457524e-03
7.199999999999999734e-01 5.928824245828288181e-02 7.117575417171159713e-04
7.399999999999999911e-01 5.369312015527558102e-02 6.306879844724416762e-03
7.600000000000000089e-01 5.336399531480901653e-02 6.636004685190981245e-03
7.800000000000000266e-01 5.895911761613804869e-02 1.040882383861949090e-03
8.000000000000000444e-01 5.928824245828288181e-02 7.117575417171159713e-04
8.199999999999999512e-01 5.418680741615949925e-02 5.813192583840498529e-03
8.399999999999999689e-01 5.879455519510286970e-02 1.205444804897128075e-03
8.599999999999999867e-01 5.500961951812412959e-02 4.990380481875868190e-03
8.800000000000000044e-01 5.862999277409249727e-02 1.370007225907500514e-03
9.000000000000000222e-01 5.517418193859085357e-02 4.825818061409144211e-03
9.200000000000000400e-01 5.862999277409249727e-02 1.370007225907500514e-03
9.399999999999999467e-01 5.517418193859085357e-02 4.825818061409144211e-03
9.599999999999999645e-01 5.895911761613804869e-02 1.040882383861949090e-03
9.799999999999999822e-01 5.912368003719804810e-02 8.763199628019496812e-04
1.000000000000000000e+00 5.566786920013876150e-02 4.332130799861236281e-03
1.020000000000000018e+00 5.533874435908218981e-02 4.661255640917807974e-03
1.040000000000000036e+00 5.928824245828288181e-02 7.117575417171159713e-04
1.060000000000000053e+00 5.566786920013876150e-02 4.332130799861236281e-03
1.080000000000000071e+00 5.912368003719804810e-02 8.763199628019496812e-04
1.100000000000000089e+00 5.599699404129391406e-02 4.003005958706083722e-03
1.120000000000000107e+00 5.895911761613804869e-02 1.040882383861949090e-03
1.139999999999999902e+00 5.632611888254771687e-02 3.673881117452280909e-03
1.159999999999999920e+00 5.862999277409249727e-02 1.370007225907500514e-03
1.179999999999999938e+00 5.714893098611428801e-02 2.851069013885709769e-03
1.199999999999999956e+00 5.632611888254771687e-02 3.673881117452280909e-03
1.219999999999999973e+00 5.813630551121017759e-02 1.863694488789820192e-03
1.239999999999999991e+00 5.879455519510286970e-02 1.205444804897128075e-03
1.260000000000000009e+00 5.698436856535155776e-02 3.015631434648440024e-03
1.280000000000000027e+00 5.895911761613804869e-02 1.040882383861949090e-03
1.300000000000000044e+00 5.714893098611428801e-02 2.851069013885709769e-03
1.320000000000000062e+00 5.895911761613804869e-02 1.040882383861949090e-03
1.340000000000000080e+00 5.731349340690174154e-02 2.686506593098256235e-03
1.360000000000000098e+00 5.912368003719804810e-02 8.763199628019496812e-04
1.379999999999999893e+00 5.714893098611428801e-02 2.851069013885709769e-03
1.399999999999999911e+00 5.912368003719804810e-02 8.763199628019496812e-04
1.419999999999999929e+00 5.912368003719804810e-02 8.763199628019496812e-04
1.439999999999999947e+00 5.764261824855085314e-02 2.357381751449144636e-03
1.459999999999999964e+00 5.912368003719804810e-02 8.763199628019496812e-04
1.479999999999999982e+00 5.747805582771392530e-02 2.521944172286072483e-03
1.500000000000000000e+00 5.912368003719804810e-02 8.763199628019496812e-04
1.520000000000000018e+00 5.780718066941253203e-02 2.192819330587465754e-03
1.540000000000000036e+00 5.928824245828288181e-02 7.117575417171159713e-04
1.560000000000000053e+00 5.780718066941253203e-02 2.192819330587465754e-03
1.580000000000000071e+00 5.945280487939255676e-02 5.471951206074410212e-04
1.600000000000000089e+00 5.747805582771392530e-02 2.521944172286072483e-03
1.620000000000000107e+00 5.994649214287069844e-02 5.350785712929934101e-05
1.639999999999999902e+00 5.978192972168645120e-02 2.180702783135465839e-04
1.659999999999999920e+00 5.764261824855085314e-02 2.357381751449144636e-03
1.679999999999999938e+00 5.961736730052707989e-02 3.826326994729178921e-04
1.699999999999999956e+00 5.797174309029896888e-02 2.028256909701028898e-03
1.719999999999999973e+00 5.978192972168645120e-02 2.180702783135465839e-04
1.739999999999999991e+00 5.797174309029896888e-02 2.028256909701028898e-03
1.760000000000000009e+00 5.978192972168645120e-02 2.180702783135465839e-04
1.780000000000000027e+00 5.813630551121017759e-02 1.863694488789820192e-03
1.800000000000000044e+00 5.945280487939255676e-02 5.471951206074410212e-04
1.820000000000000062e+00 5.830086793214615815e-02 1.699132067853839634e-03
1.840000000000000080e+00 5.961736730052707989e-02 3.826326994729178921e-04
1.860000000000000098e+00 5.945280487939255676e-02 5.471951206074410212e-04
1.879999999999999893e+00 5.830086793214615815e-02 1.699132067853839634e-03
1.899999999999999911e+00 5.830086793214615815e-02 1.699132067853839634e-03
1.919999999999999929e+00 5.978192972168645120e-02 2.180702783135465839e-04
1.939999999999999947e+00 5.830086793214615815e-02 1.699132067853839634e-03
1.959999999999999964e+00 5.961736730052707989e-02 3.826326994729178921e-04
1.979999999999999982e+00 5.830086793214615815e-02 1.699132067853839634e-03
2.000000000000000000e+00 5.961736730052707989e-02 3.826326994729178921e-04
2.020000000000000018e+00 5.862999277409249727e-02 1.370007225907500514e-03
2.040000000000000036e+00 5.961736730052707989e-02 3.826326994729178921e-04
2.060000000000000053e+00 5.862999277409249727e-02 1.370007225907500514e-03
2.080000000000000071e+00 5.846543035310693137e-02 1.534569646893066408e-03
2.100000000000000089e+00 5.961736730052707989e-02 3.826326994729178921e-04
2.120000000000000107e+00 5.961736730052707989e-02 3.826326994729178921e-04
2.140000000000000124e+00 6.159211635608265178e-02 -1.592116356082654005e-03
2.160000000000000142e+00 6.076930424916519857e-02 -7.693042491652007930e-04
2.180000000000000160e+00 6.175667877754099228e-02 -1.756678777540994496e-03
2.200000000000000178e+00 6.093386667049881245e-02 -9.338666704988146661e-04
2.220000000000000195e+00 6.142755393464927050e-02 -1.427553934649272716e-03
2.240000000000000213e+00 6.109842909185735776e-02 -1.098429091857359985e-03
2.259999999999999787e+00 6.109842909185735776e-02 -1.098429091857359985e-03
2.279999999999999805e+00 6.126299151324084147e-02 -1.262991513240843688e-03
2.299999999999999822e+00 6.076930424916519857e-02 -7.693042491652007930e-04
2.319999999999999840e+00 6.093386667049881245e-02 -9.338666704988146661e-04
2.339999999999999858e+00 6.109842909185735776e-02 -1.098429091857359985e-03
2.359999999999999876e+00 6.060474182785649533e-02 -6.047418278564975491e-04
2.379999999999999893e+00 6.109842909185735776e-02 -1.098429091857359985e-03
2.399999999999999911e+00 6.060474182785649533e-02 -6.047418278564975491e-04
2.419999999999999929e+00 6.109842909185735776e-02 -1.098429091857359985e-03
2.439999999999999947e+00 6.060474182785649533e-02 -6.047418278564975491e-04
2.459999999999999964e+00 6.093386667049881245e-02 -9.338666704988146661e-04
2.479999999999999982e+00 6.093386667049881245e-02 -9.338666704988146661e-04
2.500000000000000000e+00 6.060474182785649533e-02 -6.047418278564975491e-04
2.520000000000000018e+00 6.044017940657270271e-02 -4.401794065727049343e-04
2.540000000000000036e+00 6.060474182785649533e-02 -6.047418278564975491e-04
2.560000000000000053e+00 6.060474182785649533e-02 -6.047418278564975491e-04
2.580000000000000071e+00 6.060474182785649533e-02 -6.047418278564975491e-04
2.600000000000000089e+00 6.060474182785649533e-02 -6.047418278564975491e-04
2.620000000000000107e+00 6.027561698531381379e-02 -2.756169853138160097e-04
2.640000000000000124e+00 6.060474182785649533e-02 -6.047418278564975491e-04
2.660000000000000142e+00 6.027561698531381379e-02 -2.756169853138160097e-04
2.680000000000000160e+00 6.060474182785649533e-02 -6.047418278564975491e-04
2.700000000000000178e+00 6.044017940657270271e-02 -4.401794065727049343e-04
2.720000000000000195e+00 6.044017940657270271e-02 -4.401794065727049343e-04
2.740000000000000213e+00 6.044017940657270271e-02 -4.401794065727049343e-04
2.759999999999999787e+00 5.994649214287069844e-02 5.350785712929934101e-05
2.779999999999999805e+00 6.027561698531381379e-02 -2.756169853138160097e-04
2.799999999999999822e+00 6.027561698531381379e-02 -2.756169853138160097e-04
2.819999999999999840e+00 6.011105456407981468e-02 -1.110545640798168976e-04
2.839999999999999858e+00 6.044017940657270271e-02 -4.401794065727049343e-04
2.859999999999999876e+00 6.027561698531381379e-02 -2.756169853138160097e-04
2.879999999999999893e+00 6.044017940657270271e-02 -4.401794065727049343e-04
2.899999999999999911e+00 5.994649214287069844e-02 5.350785712929934101e-05
2.919999999999999929e+00 6.027561698531381379e-02 -2.756169853138160097e-04
2.939999999999999947e+00 5.994649214287069844e-02 5.350785712929934101e-05
2.959999999999999964e+00 5.978192972168645120e-02 2.180702783135465839e-04
2.979999999999999982e+00 5.994649214287069844e-02 5.350785712929934101e-05
3.000000000000000000e+00 6.044017940657270271e-02 -4.401794065727049343e-04
3.020000000000000018e+00 5.961736730052707989e-02 3.826326994729178921e-04
3.040000000000000036e+00 6.044017940657270271e-02 -4.401794065727049343e-04
3.060000000000000053e+00 5.978192972168645120e-02 2.180702783135465839e-04
3.080000000000000071e+00 6.060474182785649533e-02 -6.047418278564975491e-04
3.100000000000000089e+00 5.978192972168645120e-02 2.180702783135465839e-04
3.120000000000000107e+00 6.027561698531381379e-02 -2.756169853138160097e-04
3.140000000000000124e+00 6.027561698531381379e-02 -2.756169853138160097e-04
3.160000000000000142e+00 5.994649214287069844e-02 5.350785712929934101e-05
