0.000000000000000000e+00 1.732372617285659255e-03
6.060606060606060774e-02 4.821919229920748379e-04
1.212121212121212155e-01 4.797234868006992393e-04
1.818181818181818232e-01 4.818627981669051301e-04
2.424242424242424310e-01 4.866351081372016318e-04
3.030303030303030387e-01 4.835084222952701566e-04
3.636363636363636465e-01 4.733055527017348933e-04
4.242424242424242542e-01 4.752803016550736039e-04
4.848484848484848619e-01 4.731409902890844994e-04
5.454545454545454142e-01 4.708371165104022833e-04
6.060606060606060774e-01 4.680395554930114619e-04
6.666666666666667407e-01 4.751157392428360742e-04
7.272727272727272929e-01 4.775841754342765623e-04
7.878787878787878451e-01 4.785715499111736272e-04
8.484848484848485084e-01 4.703434292714548824e-04
9.090909090909091717e-01 4.688623675566944561e-04
9.696969696969697239e-01 4.719890533996458945e-04
1.030303030303030276e+00 4.698497420333532675e-04
1.090909090909090828e+00 4.663939313651890785e-04
1.151515151515151603e+00 4.761031137191477241e-04
1.212121212121212155e+00 4.747866144169937274e-04
1.272727272727272707e+00 4.701788668593255018e-04
1.333333333333333481e+00 4.575075610751089088e-04
1.393939393939394034e+00 4.607988093306017246e-04
1.454545454545454586e+00 4.655711193010499062e-04
1.515151515151515138e+00 4.729764278766951271e-04
1.575757575757575690e+00 4.612924965689851778e-04
1.636363636363636465e+00 4.759385513058253959e-04
1.696969696969697017e+00 5.243199006654847717e-04
1.757575757575757569e+00 7.535553417025040107e-04
1.818181818181818343e+00 1.256951762616580854e-03
1.878787878787878896e+00 1.981684629176801420e-03
1.939393939393939448e+00 2.828193681840697731e-03
2.000000000000000000e+00 3.774592119902869976e-03
2.060606060606060552e+00 4.810018824310573031e-03
2.121212121212121104e+00 5.823394166177560394e-03
2.181818181818181657e+00 6.892391604686464411e-03
2.242424242424242653e+00 7.975705974123678890e-03
2.303030303030303205e+00 9.108553631110351614e-03
2.363636363636363757e+00 1.025061678433697616e-02
2.424242424242424310e+00 1.138889500310578951e-02
2.484848484848484862e+00 1.258806131626834073e-02
2.545454545454545414e+00 1.373489678278411175e-02
2.606060606060605966e+00 1.498738132064039719e-02
2.666666666666666963e+00 1.620925725062774200e-02
2.727272727272727515e+00 1.740447407061734494e-02
2.787878787878788067e+00 1.859969089179955293e-02
2.848484848484848619e+00 1.979556596383746231e-02
2.909090909090909172e+00 2.101316327592888181e-02
2.969696969696969724e+00 2.223668483623542774e-02
3.030303030303030276e+00 2.344852246627521231e-02
3.090909090909090828e+00 2.471269094587108875e-02
3.151515151515151381e+00 2.595266875163229625e-02
3.212121212121212377e+00 2.714245502169651200e-02
3.272727272727272929e+00 2.840333225693372071e-02
3.333333333333333481e+00 2.959427046640659628e-02
3.393939393939394034e+00 3.081038672688808308e-02
3.454545454545454586e+00 3.205102278879116279e-02
3.515151515151515138e+00 3.326532886525875726e-02
3.575757575757575690e+00 3.446844469861674171e-02
3.636363636363636687e+00 3.576420917435645108e-02
3.696969696969697239e+00 3.700138943081486553e-02
3.757575757575757791e+00 3.817883353087987014e-02
3.818181818181818343e+00 3.936829068868363118e-02
3.878787878787878896e+00 4.057864727485745865e-02
3.939393939393939448e+00 4.176234475052466311e-02
4.000000000000000000e+00 4.293139617216607667e-02
4.060606060606060552e+00 4.412381545849153319e-02
4.121212121212121104e+00 4.528908194693971601e-02
4.181818181818181657e+00 4.647393136448160073e-02
4.242424242424242209e+00 4.762883042295022046e-02
4.303030303030302761e+00 4.879574253923733146e-02
4.363636363636363313e+00 4.992661548683150624e-02
4.424242424242424754e+00 5.106094424639188306e-02
4.484848484848485306e+00 5.221962824527846131e-02
4.545454545454545858e+00 5.330755040468593969e-02
4.606060606060606410e+00 5.440040943777654792e-02
4.666666666666666963e+00 5.552996589173171682e-02
4.727272727272727515e+00 5.661903999135391857e-02
4.787878787878788067e+00 5.768886028881677064e-02
4.848484848484848619e+00 5.874189522038504585e-02
4.909090909090909172e+00 5.980941164602982668e-02
4.969696969696969724e+00 6.084977527320161589e-02
5.030303030303030276e+00 6.186331522666650012e-02
5.090909090909090828e+00 6.291898316101922350e-02
5.151515151515151381e+00 6.389171163581654211e-02
5.212121212121211933e+00 6.487299735742925455e-02
5.272727272727272485e+00 6.586827088581370671e-02
5.333333333333333925e+00 6.685827841761052270e-02
5.393939393939394478e+00 6.779825897390870382e-02
5.454545454545455030e+00 6.876062002049887489e-02
5.515151515151515582e+00 6.964761147836615041e-02
5.575757575757576134e+00 7.054842618049107783e-02
5.636363636363636687e+00 7.140842940248051662e-02
5.696969696969697239e+00 7.229180048924600810e-02
5.757575757575757791e+00 7.312251160131912064e-02
5.818181818181818343e+00 7.393758928382354600e-02
5.878787878787878896e+00 7.477192077050316688e-02
5.939393939393939448e+00 7.553351566661349603e-02
6.000000000000000000e+00 7.630761730747567806e-02
