0.000000000000000000e+00 1.046808126385130322e-01
8.080808080808081495e-02 1.022617448555181857e-01
1.616161616161616299e-01 1.016599400566293582e-01
2.424242424242424310e-01 1.010281848966757823e-01
3.232323232323232598e-01 1.009243460046990587e-01
4.040404040404040886e-01 1.004066326073441984e-01
4.848484848484848619e-01 9.990208420410098822e-02
5.656565656565657463e-01 9.954202161284669836e-02
6.464646464646465196e-01 9.939292805380159357e-02
7.272727272727272929e-01 9.949709607050209736e-02
8.080808080808081773e-01 1.000026318478828002e-01
8.888888888888889506e-01 9.986834890729168190e-02
9.696969696969697239e-01 9.984925966580920909e-02
1.050505050505050608e+00 9.987756440293381333e-02
1.131313131313131493e+00 9.964618963033881893e-02
1.212121212121212155e+00 9.961854314236917585e-02
1.292929292929293039e+00 9.939276349209326400e-02
1.373737373737373924e+00 9.942090366700795379e-02
1.454545454545454586e+00 9.937285143826532496e-02
1.535353535353535470e+00 9.933566032964367964e-02
1.616161616161616355e+00 9.921898556870749342e-02
1.696969696969697017e+00 9.918508570854076001e-02
1.777777777777777901e+00 9.960471989839028706e-02
1.858585858585858785e+00 1.003500231326236447e-01
1.939393939393939448e+00 1.014264259718011540e-01
2.020202020202020332e+00 1.027304186501318134e-01
2.101010101010101216e+00 1.042995214020068645e-01
2.181818181818182101e+00 1.056193120772670607e-01
2.262626262626262985e+00 1.070593978895674203e-01
2.343434343434343425e+00 1.085653086755661717e-01
2.424242424242424310e+00 1.100491680983576304e-01
2.505050505050505194e+00 1.116009918067196599e-01
2.585858585858586078e+00 1.131371820867582839e-01
2.666666666666666963e+00 1.149318999467229541e-01
2.747474747474747847e+00 1.165498777599911912e-01
2.828282828282828731e+00 1.181533740818669076e-01
2.909090909090909172e+00 1.197367937900221807e-01
2.989898989898990056e+00 1.214061150893965130e-01
3.070707070707070940e+00 1.228873415330911378e-01
3.151515151515151825e+00 1.245987908204241601e-01
3.232323232323232709e+00 1.262983916162737086e-01
3.313131313131313593e+00 1.280129675961161340e-01
3.393939393939394034e+00 1.294463063820697757e-01
3.474747474747474918e+00 1.311919846675081991e-01
3.555555555555555802e+00 1.326556029459226016e-01
3.636363636363636687e+00 1.341024358583434162e-01
3.717171717171717571e+00 1.357459208811981621e-01
3.797979797979798455e+00 1.373114033133062406e-01
3.878787878787878896e+00 1.389293811643985688e-01
3.959595959595959780e+00 1.405206999040606863e-01
4.040404040404040664e+00 1.420139394352828432e-01
4.121212121212121993e+00 1.437655419918204280e-01
4.202020202020202433e+00 1.452317932889451713e-01
4.282828282828282873e+00 1.468431886565303990e-01
4.363636363636364202e+00 1.482878822795150875e-01
4.444444444444444642e+00 1.498010338781005368e-01
4.525252525252525970e+00 1.512259800133474164e-01
4.606060606060606410e+00 1.527554232980601334e-01
4.686868686868686851e+00 1.542340167923829108e-01
4.767676767676768179e+00 1.555138188650862507e-01
4.848484848484848619e+00 1.570115016065447289e-01
4.929292929292929948e+00 1.584808796112570639e-01
5.010101010101010388e+00 1.597475166951258518e-01
5.090909090909091717e+00 1.612336800729517738e-01
5.171717171717172157e+00 1.625896745646557284e-01
5.252525252525252597e+00 1.640695845746250325e-01
5.333333333333333925e+00 1.654969991688873265e-01
5.414141414141414366e+00 1.665929850131735446e-01
5.494949494949495694e+00 1.678966486571109862e-01
5.575757575757576134e+00 1.691256009554300554e-01
5.656565656565657463e+00 1.705579524313720896e-01
5.737373737373737903e+00 1.715774167473749778e-01
5.818181818181818343e+00 1.726288061776285188e-01
5.898989898989899672e+00 1.736805247343520819e-01
5.979797979797980112e+00 1.747911566457541199e-01
6.060606060606061440e+00 1.759898294645459160e-01
6.141414141414141881e+00 1.768794540209804589e-01
6.222222222222222321e+00 1.778648539184581046e-01
6.303030303030303649e+00 1.789450417836574436e-01
6.383838383838384090e+00 1.798155770998412228e-01
6.464646464646465418e+00 1.805847419526444286e-01
6.545454545454545858e+00 1.835939307687838862e-01
6.626262626262627187e+00 1.832600335739639763e-01
6.707070707070707627e+00 1.828910845772939997e-01
6.787878787878788067e+00 1.837043521671556101e-01
6.868686868686869396e+00 1.843958435502683624e-01
6.949494949494949836e+00 1.849152026191324683e-01
7.030303030303031164e+00 1.854970954165172381e-01
7.111111111111111605e+00 1.861739407434699345e-01
7.191919191919192933e+00 1.867155157430660239e-01
7.272727272727273373e+00 1.872684455515434276e-01
7.353535353535353813e+00 1.877262582686342884e-01
7.434343434343435142e+00 1.880675607759658974e-01
7.515151515151515582e+00 1.883432028680758485e-01
7.595959595959596911e+00 1.887574065382864041e-01
7.676767676767677351e+00 1.888693089994708529e-01
7.757575757575757791e+00 1.894149980618629325e-01
7.838383838383839120e+00 1.895617877615551894e-01
7.919191919191919560e+00 1.897416545123090381e-01
8.000000000000000000e+00 1.897327681403675748e-01
